ERD_ERS_Beta_C4,ERD_ERS_Beta_C3,ERD_ERS_Beta_Cz,ERD_ERS_Mu_C4,ERD_ERS_Mu_C3,ERD_ERS_Mu_Cz,Label
0.0,0.0,0.0,0.0,0.0,0.0,0
-16.030243656911342,-3.12795956854122,-1.8882577383624728,-28.83326940814432,-27.257622632277386,-21.82778727705855,1
0.9726363651132066,10.390813552150377,8.20391950116823,-32.65355561180931,-30.25335652906953,-22.11600579229866,2
0.0,0.0,0.0,0.0,0.0,0.0,0
10.157041372959307,6.893351854086884,17.918153290577383,23.432289655312445,5.242378806544597,31.02721944101326,1
18.601347797855126,17.311223495478433,19.256390448306785,27.82911671151477,-12.117135925873924,14.572049417281638,2
0.0,0.0,0.0,0.0,0.0,0.0,0
4.522887930494957,11.563461593652596,-1.1848581563911074,-8.437832569608283,-1.2653703160375265,-7.966217321694777,1
-9.183214061089034,-10.94237199735212,-6.957046957312721,34.14131333532759,42.38725491259144,53.34377422043971,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-12.510117264853186,5.783675524419874,-5.897411373250181,-7.181118433921483,15.141071323357432,1.2807053069799117,1
-4.555720156155421,-2.694309909266131,-8.306083575195958,-37.77251058391546,0.3489186388251679,-24.30587332401604,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-0.5547653812536117,-15.846878151727555,-4.228230701867424,-27.11674925669788,-17.903251338018098,-26.455791249454112,1
15.686187890796562,-2.5000119928802143,13.942270554613843,23.24435045325511,6.296465853190971,2.360544778203094,2
0.0,0.0,0.0,0.0,0.0,0.0,0
10.787473167968631,13.62735540277379,9.626014445508211,38.1816532350235,71.83283811380254,52.66714634299036,1
-7.502239601659077,-9.300219304504472,-12.349576314740265,7.878142678225508,32.05386504771926,16.267043571187724,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-5.302420055214301,-21.16469035398364,-24.27626990928698,-28.185498737786546,-34.002270856645175,-32.0038189255401,1
34.02523034949914,4.138301980484253,16.397656160332975,43.75037296289121,-28.970008510613983,30.26157131491647,2
0.0,0.0,0.0,0.0,0.0,0.0,0
1.1596377880198006,-14.39751206347562,-1.2791234413004966,-20.67150585925293,31.97707229780815,21.991332901885343,1
6.627935275168503,-15.762812783754438,1.196501754665925,62.3461250944986,17.525451865967632,42.05723842928551,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-11.05980185517084,-16.66833504893102,-14.08556948148614,10.98772850644498,-25.950688408988555,-3.496264266438698,1
10.732031295539382,82.92826120000157,-11.514918915798264,-11.445018624884682,8.828143820215352,27.52161556880403,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-10.088539042203845,0.0569134020470697,-4.7923302116697055,-2.4200304551512826,0.3346237618882515,-11.759855259173978,1
-11.748031828641569,-4.012997165456338,1.2648751134975351,13.062628687949848,17.077789406006413,11.216546673783814,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8199513995635788,-17.236088536557986,-15.524844324654849,25.20125653820088,23.763608567034947,44.7067953793271,1
4.022938378659605,-12.579587763986048,-2.617387612296876,-26.6998456219234,-14.086100543964708,-14.56484229541792,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-17.201352846308417,-21.624476149959,-19.7974873595267,-14.865192879210207,-7.290082067016764,-14.312860317716844,1
-2.5508847144916578,-2.169356234936976,-7.244408292488437,17.56841271874118,30.415746107449205,30.76605443570408,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-19.976420931321247,-21.232643798849303,-21.7687947404294,7.576235033866947,16.4675200440698,28.947505287062743,1
-11.937003164585056,-24.207317350856805,-20.561845277984727,15.146601488349074,20.798400147375467,14.190398790657447,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-9.283675073597992,4.63870897757931,-1.4557867479860351,41.13577146301006,56.98834006794398,61.35387225919845,1
7.303145569508129,-1.6408350068618134,9.782983009571844,11.596458773854708,27.203254495442163,26.201136238893973,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-15.88013240279993,-23.662159564544947,-34.84929391340934,7.532585132255849,7.848628875228618,12.796742517736842,1
2.4416877699819444,-3.97268660045368,-17.69977615025112,78.9362796933193,101.20618052228748,99.63452571233098,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-12.153246739975389,-9.931258818454438,-12.588586809014323,-26.50568568802488,-15.360578316654989,-33.50260783709381,1
-6.379567280544306,-24.59639411682539,-15.032388847176591,13.779674747045412,10.079946088670164,-3.368543767495598,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-8.793859756985745,-11.412038278914585,-20.63612948085477,-18.251679694167265,-32.794233988525896,-21.55541150575661,1
-20.871396003878047,-21.290187404734187,-26.21433789134573,-14.475293404630794,-35.029444526174814,-18.884788550179422,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-6.9981571279511945,-13.71717984426948,-0.8329602542093948,-18.8758901538696,-24.583998317590552,-17.34530668120851,1
-11.152004369199323,-23.93499829347813,-19.595222680550403,-17.337783839751644,-33.3847570888093,-22.522094900915373,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-10.74302733429159,-23.53125736033753,-10.267181451347716,-14.795234872371438,-10.536243909482794,-21.118102857283464,1
-27.94767609576819,-29.44377594482669,-24.318673980107576,-0.1642881907523218,0.9103553334076484,-14.510978539601544,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-2.834938245814468,-8.596366304682736,-3.813479088002516,-3.2566459865470394,9.677242860647562,6.632939474053394,1
-15.999529109823404,-10.861268421571689,-14.466129539061724,5.935383572322924,47.22402976444423,24.438793840009087,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-27.920436701996906,-29.636074870076577,-26.094291201698727,-49.65345746961419,-34.40215141468513,-40.50661956065423,1
-20.610982846948605,-6.1486189260970425,-0.9122767584988176,-39.585274034692894,-17.625599132878015,-33.11698555658058,2
0.0,0.0,0.0,0.0,0.0,0.0,0
16.4059542648702,15.253790704074232,10.341153055959186,-12.766162718886603,-3.6382878335672753,14.307170723433446,1
-17.215423903472413,-6.362263883746213,-10.00063883181279,-23.895881267881524,-18.48256507303085,-21.19332343512179,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-20.78473421286621,-21.4152106911604,-19.14423077517714,-16.596342713529896,-5.297206492833596,-14.329033737166233,1
0.6925218477214812,10.792830802650238,-0.7387413701597205,-15.60278839975266,-22.16312063168161,-16.68373036245007,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-0.2979280726938711,-4.15544182094104,4.435054277522921,-36.1318275956666,-14.336173744079424,-29.84591379157963,1
29.415185959088607,11.654966386956769,23.43562888382896,-7.260569644441606,8.84807254095055,13.967638937892382,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-35.6645636674901,-29.89466168689277,-23.742984303180503,-61.68819621813441,-55.33118825463608,-52.02944274319577,1
-21.18785221040202,-20.586213688584703,-9.11663619967347,-57.59346055510062,-64.47573124772083,-59.1722705742875,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-0.5488054802599838,-10.101681174023422,15.17109812359033,-3.508594927675142,-17.72869834877558,5.041398152504211,1
-27.16854144645212,-28.16346446735547,-25.57305486538838,-28.970774833981388,-61.1188828527508,-43.67600545355813,2
0.0,0.0,0.0,0.0,0.0,0.0,0
-29.81599661495681,-8.401792493313096,-10.283411595421132,-56.686232393055626,-50.69688647315439,-51.31464607921978,1
-30.027366509028635,-32.24432068376552,-23.64760411770203,-64.11638468079053,-58.54564024604583,-63.65362780862627,2
0.0,0.0,0.0,0.0,0.0,0.0,0
0.2690610958111959,5.240586481070591,7.5877888141418115,13.565628974898171,17.122534011011844,18.79628877478953,1
0.4978904096477883,-2.7403131491722044,-0.9730783937638224,-19.13640173399063,-21.7189294244225,-25.03123573796358,2
0.0,0.0,0.0,0.0,0.0,0.0,0
